+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                        ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                    ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; DE2_115_SOPC_inst|mm_interconnect_1|cmd_mux_002                                                                                                                              ; 103   ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|cmd_mux_001                                                                                                                              ; 103   ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|cmd_mux                                                                                                                                  ; 103   ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|cmd_demux                                                                                                                                ; 125   ; 144            ; 2            ; 144            ; 1201   ; 144             ; 144           ; 144             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|clock_crossing_io_m0_limiter                                                                                                             ; 204   ; 0              ; 0            ; 0              ; 213    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_012|the_default_decode                                                                                                            ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_012                                                                                                                               ; 91    ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_011|the_default_decode                                                                                                            ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_011                                                                                                                               ; 91    ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_010|the_default_decode                                                                                                            ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_010                                                                                                                               ; 91    ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_009|the_default_decode                                                                                                            ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_009                                                                                                                               ; 91    ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_008|the_default_decode                                                                                                            ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_008                                                                                                                               ; 91    ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_007|the_default_decode                                                                                                            ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_007                                                                                                                               ; 91    ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_006|the_default_decode                                                                                                            ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_006                                                                                                                               ; 91    ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_005|the_default_decode                                                                                                            ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_005                                                                                                                               ; 91    ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_004|the_default_decode                                                                                                            ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_004                                                                                                                               ; 91    ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_003|the_default_decode                                                                                                            ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_003                                                                                                                               ; 91    ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_002|the_default_decode                                                                                                            ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_002                                                                                                                               ; 91    ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_001|the_default_decode                                                                                                            ; 0     ; 12             ; 0            ; 12             ; 12     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router_001                                                                                                                               ; 91    ; 0              ; 2            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router|the_default_decode                                                                                                                ; 0     ; 16             ; 0            ; 16             ; 16     ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|router                                                                                                                                   ; 91    ; 0              ; 6            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|i2c_sda_s1_agent_rdata_fifo                                                                                                              ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|i2c_sda_s1_agent_rsp_fifo                                                                                                                ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|i2c_sda_s1_agent|uncompressor                                                                                                            ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|i2c_sda_s1_agent                                                                                                                         ; 267   ; 39             ; 49           ; 39             ; 267    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|i2c_scl_s1_agent_rdata_fifo                                                                                                              ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|i2c_scl_s1_agent_rsp_fifo                                                                                                                ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|i2c_scl_s1_agent|uncompressor                                                                                                            ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|i2c_scl_s1_agent                                                                                                                         ; 267   ; 39             ; 49           ; 39             ; 267    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_wp_n_s1_agent_rdata_fifo                                                                                                              ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_wp_n_s1_agent_rsp_fifo                                                                                                                ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_wp_n_s1_agent|uncompressor                                                                                                            ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_wp_n_s1_agent                                                                                                                         ; 267   ; 39             ; 49           ; 39             ; 267    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_dat_s1_agent_rdata_fifo                                                                                                               ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_dat_s1_agent_rsp_fifo                                                                                                                 ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_dat_s1_agent|uncompressor                                                                                                             ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_dat_s1_agent                                                                                                                          ; 267   ; 39             ; 49           ; 39             ; 267    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_cmd_s1_agent_rdata_fifo                                                                                                               ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_cmd_s1_agent_rsp_fifo                                                                                                                 ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_cmd_s1_agent|uncompressor                                                                                                             ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_cmd_s1_agent                                                                                                                          ; 267   ; 39             ; 49           ; 39             ; 267    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_clk_s1_agent_rdata_fifo                                                                                                               ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_clk_s1_agent_rsp_fifo                                                                                                                 ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_clk_s1_agent|uncompressor                                                                                                             ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_clk_s1_agent                                                                                                                          ; 267   ; 39             ; 49           ; 39             ; 267    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|key_s1_agent_rdata_fifo                                                                                                                  ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|key_s1_agent_rsp_fifo                                                                                                                    ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|key_s1_agent|uncompressor                                                                                                                ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|key_s1_agent                                                                                                                             ; 267   ; 39             ; 49           ; 39             ; 267    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sw_s1_agent_rsp_fifo                                                                                                                     ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sw_s1_agent|uncompressor                                                                                                                 ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sw_s1_agent                                                                                                                              ; 267   ; 39             ; 49           ; 39             ; 267    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|led_s1_agent_rsp_fifo                                                                                                                    ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|led_s1_agent|uncompressor                                                                                                                ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|led_s1_agent                                                                                                                             ; 267   ; 39             ; 49           ; 39             ; 267    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|timer_s1_agent_rsp_fifo                                                                                                                  ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|timer_s1_agent|uncompressor                                                                                                              ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|timer_s1_agent                                                                                                                           ; 267   ; 39             ; 49           ; 39             ; 267    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sysid_control_slave_agent_rsp_fifo                                                                                                       ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sysid_control_slave_agent|uncompressor                                                                                                   ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sysid_control_slave_agent                                                                                                                ; 267   ; 39             ; 49           ; 39             ; 267    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|lcd_control_slave_agent_rsp_fifo                                                                                                         ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|lcd_control_slave_agent|uncompressor                                                                                                     ; 23    ; 1              ; 0            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|lcd_control_slave_agent                                                                                                                  ; 267   ; 39             ; 49           ; 39             ; 267    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|clock_crossing_io_m0_agent                                                                                                               ; 155   ; 37             ; 69           ; 37             ; 123    ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|i2c_sda_s1_translator                                                                                                                    ; 92    ; 6              ; 10           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|i2c_scl_s1_translator                                                                                                                    ; 92    ; 6              ; 10           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_wp_n_s1_translator                                                                                                                    ; 92    ; 6              ; 10           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_dat_s1_translator                                                                                                                     ; 92    ; 6              ; 10           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_cmd_s1_translator                                                                                                                     ; 92    ; 6              ; 10           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sd_clk_s1_translator                                                                                                                     ; 92    ; 6              ; 10           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|key_s1_translator                                                                                                                        ; 92    ; 6              ; 10           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sw_s1_translator                                                                                                                         ; 92    ; 6              ; 10           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|led_s1_translator                                                                                                                        ; 92    ; 6              ; 10           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|timer_s1_translator                                                                                                                      ; 76    ; 22             ; 25           ; 22             ; 55     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|sysid_control_slave_translator                                                                                                           ; 92    ; 6              ; 8            ; 6              ; 35     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|lcd_control_slave_translator                                                                                                             ; 68    ; 30             ; 34           ; 30             ; 47     ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1|clock_crossing_io_m0_translator                                                                                                          ; 93    ; 10             ; 2            ; 10             ; 86     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_1                                                                                                                                          ; 398   ; 0              ; 0            ; 0              ; 325    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_012|error_adapter_0                                                                                                    ; 14    ; 1              ; 2            ; 1              ; 13     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_012                                                                                                                    ; 14    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_011|error_adapter_0                                                                                                    ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_011                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_010|error_adapter_0                                                                                                    ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_010                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_009|error_adapter_0                                                                                                    ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_009                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_008|error_adapter_0                                                                                                    ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_008                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_007|error_adapter_0                                                                                                    ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_007                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_006|error_adapter_0                                                                                                    ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_006                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_005|error_adapter_0                                                                                                    ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_005                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_004|error_adapter_0                                                                                                    ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_004                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_003|error_adapter_0                                                                                                    ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_003                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_002|error_adapter_0                                                                                                    ; 22    ; 1              ; 2            ; 1              ; 21     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_002                                                                                                                    ; 22    ; 0              ; 0            ; 0              ; 21     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_001|error_adapter_0                                                                                                    ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter_001                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter|error_adapter_0                                                                                                        ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|avalon_st_adapter                                                                                                                        ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|crosser_009|clock_xer|out_to_in_synchronizer                                                                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|crosser_009|clock_xer|in_to_out_synchronizer                                                                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|crosser_009|clock_xer                                                                                                                    ; 136   ; 0              ; 0            ; 0              ; 132    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|crosser_009                                                                                                                              ; 138   ; 2              ; 0            ; 2              ; 132    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; DE2_115_SOPC_inst|mm_interconnect_0|crosser_008|clock_xer|out_to_in_synchronizer                                                                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
